Amateurish! 	业余水平！ 
If it got broke in the blast, it should've blown out -  Onto the fire escape. 	如果由于爆炸而破碎，玻璃应向外飞溅洒在放火梯上。 
I didn't see it when I parked to let you in.	我停车让你们进来的时候没看到。
Yeah, can't stay long this time. 	是的，这次不能待久。 
I truly hope you do,	我真的希望你明白，
You know what keeps running through my mind?	你知道什么一直在我脑子里转悠吗？
Yes, yes... No, no! That one a wee bit higher!	对，对...不，不！那个应该挂高点！
And if your mother and father disapprove, 	如果你父母不同意， 
Yeah, we both know that's not true.	我们都知道并非如此。
Job well done, you two. 	你们两个做得真不错。 
Looks like you fellows had a heck of a fight. 	你们看来好象打了一场硬战。 
But I know what you're thinking. What about Josh? 	我知道你在想什么。乔什怎么样了呢？ 
All right, uncle. You just killed a man a while ago 	是啊，大叔，你只不过不久前刚杀了一个人 
But I would say we're in pretty good shape for our first preview tonight.	但为今晚首次预演准备的还不错。
These parents heard the sad news, circuit baotoutongku together.	这几位家长听到这个不幸消息，围在一起抱头痛哭。
She runs a club.	她经营一家俱乐部
Good - bye, Domino	再见，多美
Which I would venture a quarter of you have probably already. 	我敢打赌你们中至少有四分之一的人读过此书。 
Hey, Beth. Claire. 	嘿，贝丝。克莱尔。 
Well, my voice came from God. 	噢,我的声音是来自上帝。 
What? Now, what time is your appointment? 	什么？你的预约是几点？ 
You're probably not even aware of -	你可能不自觉-
Mr.? Mr.? Got a pencil? 	先生？先生？有铅笔吗？ 
I've got what I was digging for.	我们挖掘了这么久终于找到了这里。
His speech was received with rapture by his supporters.	他的演说受到支持者们的热烈欢迎。
While not iron-clad, miller says the findings are an additional plank of evidence challenging the popular contention that viking did not find life.	尽管实验并非无懈可击，米勒说这些发现是挑战“火星车并未发现生命”论点的一个额外的筹码。
On a Carson long. 	卡森·龙的人。 
Inject second liver is vaccinal, can want the child.	注射乙肝疫苗，能要孩子。
Well, maybe I don't needyour help no more.	或许我不再需要你的帮助了。
Since when did you become this fearless hero?	但什么时候你变身成一位神勇女侠了？
About defense counsel aside when deciding a case. 	完全可以抛开对辩护律师的个人感觉。 
Did I just kill that guy? He tried to kill me, and you stopped him. 	我是不是杀了那家伙？是他想杀了我，你只是想阻止他。 
Looks like one of these is missing.	怎么少了一个。
I don't recall ever having a conversation about it... 	我不记得与宇航员或任务管理层有过这方面的交流..... 
Sometimes he listened with dignified interest to details of her businesses, nodding approval at her sagacity, and at other times he called her somewhat dubious tradings scavenging, highway robbery and extortion.	有时候他很认真的仔细听她述说生意中的各项细节，点头称赞她办事有头脑，有时候他就把她那些不是很正当的做法叫做捡便宜，叫做投机取巧。
It's made your whole life different.	它使你全部生活都变得不同以往了。
Similar overtures are being made to both saudi arabia and jordan, states that are pursuing civilian nuclear-power programs to diversify their energy supplies.	相似的提议也正在沙特阿拉伯和约旦展开，这两个国家希望通过民用核能项目使国家能源供应多样化。
All I did was tape the quad. 	我就是拍了学校院子。 
So you're saying you like me how I am? 	所以你是说你喜欢这样的我？ 
To the child's delight, there was a present at the bottom of the can.	今孩子高兴的是有个礼物在罐子底部。
A lioness is following them,	一直母狮子在追踪看它们，
It's the medal of Mary. 	是圣母玛利亚像。 
For such disguise as hapiy shall become the form of my intent.	好让我达到我的目的。
Check minimum connection size and type on equipment.	检查设备的最小接头尺寸和类型。
You had the eggplant parm. I only really had water so...	你吃了焗茄子。我只喝了水所以...
Google hasn't decided how it could market a self-driving car system, he said.	莱万多夫斯基说，谷歌还没有决定如何对自动驾驶汽车系统展开营销。
I know many of you don't believe in magic. 	我知道你们有很多人并不相信魔术。 
Almost menstruate for one for the half month.	差不多半个月来一个月经。
I refuse to live in a world where whispers become fact. 	我不愿住在一个把谣言当作真相的世界。 
Wealth management products are typically short-term investment products that the banks market as high-yield alternatives to deposits.	理财产品是典型的短期投资产品，银行将其兜售为储蓄的高收益率替代品。
Well, why don't you shut up! 	你干嘛不闭嘴！ 
Their beauty?	她们的美貌？
And that was sent to every kid at school at the same time?	同时传到了学校所有人的手机上？
Okay, that's where he put the evidence. 	他把证据放那包里了。 
Sure. I'll call the babysitter, tell her there's a change of plans.	当然。我会打电话给保姆，告诉她计划有变。
And thank him for his great service to us. 	感谢他的帮助。 
Well, it's hard to say. Maybe three days later. Look in again next Sunday. 	很难说，可能3天之后吧。下个礼拜日你再来看看。 
To a babbling idiot who thought he was a victim.	对一个以为自己是受害者的白痴都很好。
Okay. Break it down. Show me what you got. 	好。分解动作秀。给我看你会什么。 
I'm changing everything. 	我已经改头换面。 
Political positioning ahead of november's midterm elections could reignite the debate, particularly since there is a widespread belief in congress that mr schumer is pushing the issue partly to raise his standing ahead of a possible contest to be leader of the senate.	11月份中期选举前的政治站队可能会重燃争论，尤其是鉴于美国国会议员普遍相信，舒默推动汇率立法，一定程度上是为了在可能竞选参议院领袖之前提高自己的地位。
I just hope I get that chance 	我就是担心没有这个机会 
You are so hot for me right now, aren't you?	你现在开始羡慕我了吧，是不是？
Put him out of his misery. 	别再让他心痛了。 
The move is part of a multi-pronged effort to expand in europe and comes two years after nasdaq's failed attempt to buy the lse.	这是该交易所为在欧洲扩张而采取的多项举措之一，发生在纳斯达克（nasdaq）尝试收购伦敦证交所而未果的两年之后。
No,I'm back at work.	不，我回来上班了。
To go to a giant carnival! 	去参加大型嘉年华！ 
Deckert's got all the streets locked down. 	德克已经封锁了所有街道。 
Warranties & Life-span 	质保期和使用寿命 
And I thought you handled it really good. 	但是你处理的非常好。 
So don't try any funny stuff, because I know what you're up to here.	好的，如此不用试任何好笑东西因为我知道你在这里做什么。
Why? He's Arab. 	为什么是个阿拉伯人。 
She'd been going to the beach a lot.	她经常去海滩。
Yeah, well, that's not what I meant. 	哦，好吧，我不是这个意思。 
But he doesn't love me.	但他不爱我了。
Come cruise the mighty Mississippi River on the 800 passenger paddlewheel boat called the Celebration Bell. 	乘坐载客800人的轮船Celebration Bell游览宏伟的密西西比河。 
A "bring your own computer" or "byoc" movement has already emerged in america.	一种“自带电脑”或“byoc”运动已在美国出现。
