上联 下联
观影视城，谒西夏陵，千古沧桑生百感 走丝绸路，登北宝塔，满川风月亮双眸
冲浪腾蛟横碧海 奔雷踏马破青天
风雨同舟一世情 女男共厕两间隔
疏影横斜，梅花香透窗前月 焦琴浅涩，韵律巧添柳下樽
女当为妇当开脸 木不成林不出头
夜雨摇红花事了 晨光露彩梦魂消
不堪言语舟车累 常有苦衷世道难
古来才大难为用 老去诗名不厌低
九五宏图昌国运 万千盛景示年丰
夜雨闲吟左司句 时晴快仿右军书
刻石惟余西汉字 行歌爱约高阳徒
鸡鸣三省，梦醒桃源，方知人在洪安住 画映一江，神痴民俗，更引春来阆苑停
马跃新春追国梦 龙腾盛世振民魂
琴书千古意 花木四时春
琼玉生辉光璀璨 莹珠焕彩映斑斓
梅蕊含香风有韵 春声渐暖鸟无眠
铁流奔腾，浇铸铁打基业，遗福万代 钢龙飞舞，锻造钢构品牌，辉映世界
品重清莲思茂叔 春邀远旅访江心
道德文章尊至圣 山川海岳仰先师
柳问凌波鱼住处 舟说微风或许知
荆艳荷娇争奋进 龙腾虎跃竞辉煌
奥巴马 翘尾猴
螺港新光，三炷奇香梦圆福祉 女神故里，千年彩土基奠祯祥
佛慧慈，法庄严，普渡众生离苦海 人和顺，地清净，早修正果赴灵山
珍宝展出陈世美 评戏亮相新风霞
秋风落叶应无怨 春雨萌芽总有情
晨钟暮鼓惊云外 银象金狮跃画中
岁月无情，净心雅趣春不老 诗书有味，云淡风轻韵长新
花店开张香引客 秋风设宴雁迎宾
几缕山风吹往事 一湾海水浴今人
摇头电扇 抢手棋枰
世界本无穷，但闻日月经天，江河贯地，迢迢碧宇眼前过 志刚何有憾？惟见乾坤在掌，尧舜盈胸，猎猎红旗舱外扬
一枕清凉秋近也 几分恬淡我欣然
钓来小月随心篆 驾得长风任意游
赏春漫有诗人笔 念远空传燕子笺
深深竹径悠悠笛 清清池塘静静蛙
大腕聚河东，大运争春，大手笔风生水起 新星歌盛世，新天焕彩，新诗篇荡气回肠
豪诗古墨，三山五岳难收尽 妙对今声，四海九州可摆平
大雅济斯文，在地为河，在天为宿 诗书明厚德，于行曰礼，于道曰仁
傲立世间，只凭诗有骨 独行街市，全靠卡生钱
名山笑我题狂句 皓月看人打醉拳
春到石门，走马观花一路听春步 福临庄户，举杯敬酒万家祝福音
矮寨架高桥，远途成近道 穷乡圆富梦，旧貌变新颜
人行道，道行人，人人行道 路过车，车过路，路路过车
丑版管 光棍节
窳劣 精良
不怪床前明月色 只缘身在此山中
行雨布雷最合法 放舟逆水正当时
人境结庐，香车宝马无关我 乡间过路，犬吠鸡鸣又动心
搀扶盲母，饮食起居，恪守孝行勤侍奉 跨进校园，课程重负，志圆旧梦乐艰辛
五车古典传家宝 三尺清苹报国珍
四海龙腾，春潮先涌黄金岸 三门凤翥，彩锦早披仙子国
天在壶中，别开异境 心冥尘外，妙得静机
挂印封金，忠肝义胆 拒曹扶汉，正气英风
人心向善家存善 天道酬勤我克勤
百族和谐，华夏人尊三始祖 千年卓著，杏坛德仰一先师
寻春应在花开处 置酒为迎燕再来
连心百姓，伟业宏开，摆一席关公大宴 放眼三鑫，春光漫涌，生满腔时代豪情
好人安在？看敬老院中，扶贫路上 美德何如？赏和风沾岭，春雨昔阳
魅力资兴，百业兴隆，龙年更喜龙舟竞 仲文钱起，数峰起陆，凤阙争传凤藻飞
播火传薪，已把青春捐赤县 培桃育李，不知黑发染白霜
雪祸情溶解 英雄血沸腾
依法办公，争做一名真勇士 攻坚克阻，赢来万里响晴天
紫燕争春色 黄莺舞柳烟
红绿灯前修素养 交规班里没白学
总思健步游天下 常把情怀寄世间
空穴来风，清夜孤吟谁共 虚檐听雨，愁思欲说还休
关爱生灵，才能关爱人类 保存物种，即是保存地球
按键又成初始态 对联还是原班人
阅尽平生风雨事 遍历俗世水云心
小醉春溪云作榻 闲吟秋月桂添香
沧海桑田月正圆，已提携、亿万富豪，百万富翁，自有神奇魔力 天时地利魂常在，再生发、根三千丈，枝三千杈，犹凭灿烂春光
村翁白褂陇头卧 莲女清歌渡口回
天作高山，山高作镇 门通大道，道大通神
平生种地难辞职 一曲飞天正绕梁
泼水化开千点墨 坐庭偷得半朝闲
不住轮回新日月 一朝啸傲壮山河
浦通四海 市迎八方
万物复苏春又是 两人对唱镜重圆
隔水看花，空有清香难润笔 居山养性，应无俗利不烦心
四季菜蔬冬上市 一年除夕夜敲钟
侨资兴建光闾里 福泽覃敷利国家
算尽聪明反误 莫教得意猖狂
羊舞烟花报捷去 猴持金棒送春来
福印联展，交流新经验 艺术传芳，共享太平年
秀丽山头淋绿雨 清澄水面罩白云
月弓谁引天狼惧 星弹我发玉帝惊
李花几朵开春绿 荷子满蓬映月华
点水棹分烟柳绿 逐云雁掠落霞红
新世纪曙光初照 大前程赤日高悬
迎新年，三江春水三江酒 创伟业，一寸光阴一寸金
风尘浸墨沧桑味 雨雪明白岁月音
瑞雪 祥云
厌闻百怪千奇事 闲扯四书八股文
读书知理 造烛求明
可怜芳草成衰草 甚觉多情胜薄情
客去金樽冷 歌长玉笛清
立门不是趋时客 望月还登乞巧楼
七擒七纵 十全十美
秋月添霜重 春华带露滋
脱角犀顶，探牙象口 倚俭天外，挂弓扶桑
桃浪先从芹浪起 藻香应接桂香飘
百战山河，剩此楼头烟树 九天珠玉，吹成水面文章
替新秀搭桥，甘当柱石 为英贤让位，乐作人梯
应爱应尊，乾坤无界 知行知止，经纬有方
旧病又复发，死顶硬扛，亏我在年轻力壮 新伤还未好，身虚体弱，有谁知苦辣酸甜
不必穷奇，情真自耀平凡语 无须抱憾，木秀常穿破烂衣
风物一山开画卷 云梯千级达天庭
春秋地煞，崤函深险通衢路 元始天尊，灵宝玄关隐道风
碧水春来情已寄 黄山景美韵无穷
胜境启灵光，千古云霞千古月 长虹堆雅韵，半亭烟雨半亭诗
得意山泉哼小曲 含羞夜月掩轻纱
无所感，无所感，亦无所感，万感俱归戒定慧 何以通，何以通，有何以通？一通了彻今去来
胸盈学问人高贵 腹满诗书气自华
十步杀贼寇 千里灭迹行
竹引玉笙，泉清石净波织练 白鹭寻幽，风轻雨霁明霞缠
如来手掌心真大 庄子蝴蝶梦太虚
殷勤播我一颗种 诚信报君万担粮
有闲便是湖山主 无欲修成笔墨仙
偶向闲情抒软语 常把穷困借强音
掷黄金于虚牝 看丹凤之朝阳
九五派头，名君名相名碑，品成三绝 几多宫阙，其事其文其字，谁号一流
石头能记红楼梦 妖怪最怯孙悟空
空有诗书万卷 应别梅雪三分
九族曾祖属七族，九族九族，曾祖曾祖 三角几何共八角，三角三角，几何几何
项羽吹风真霸气 渊明爱菊不轻松
东迎红日，西接碧湖，十里琳琅铺眼底 山庄凝瑞，梨苑逸情，千秋事业占龙头
不善权谋，自古忠直官少久 时出诤谏，至今耿介气炤明
月色萦心，一枕相思耽绮梦 春衫揾泪，半壶惆怅惹闲愁
三五夜 一重春
玉环质丽 飞燕身轻
双手合围，圈成一道天然屏障 孤身奋上，守住半边我主江山
忆此生，弄墨舞文，无非攒之乎也者 愿来世，勤耕苦种，不再愁柴米油盐
家境贫寒芦作笔 仕途险恶苦为文
明月有情知我意 春风无价暖人心
挥毫妩江山，拓志穷天宇 敛翼俯沧海，昂首击太虚
赏松风格，学竹虚心，藏梅傲骨真君子 尝胆精神，卧薪大志，越甲吞吴古伟人
打假 传真
中心有爱凤栖梧 秋月多情蝶恋花
立于极顶观全貌 悬在空中听半音
庭前花开花落 天外云卷云舒
月冷杯中，一时误作出尘想 灯红酌内，几度真为放彩华
花间一壶酒，半斟远山半酌月 亭下千夫坐，博写年光博吟天
纳乾坤灵气，莹莹满翠 含日月精华，栩栩如生
金字题名，花笑树荣春涌动 玉石镶路，民殷物阜市昌隆
乐天去病余君健 醉素颠张任我行
斜斜日暖斜斜倚 渐渐花开渐渐痴
黑夜茫茫，是谁告别荒蛮、手持希望 红光猎猎，由它更新岁月、步向文明
三代知名荣耀祖 一时获罪祸临头
泪尽胡尘心渐冷 功高社稷自如何
此桥有八斗奇才，举阶方十步，便相隔人间天上 斯月为二分无赖，听笛只一声，不复醒梦里江南
温书知百味 胡话了千缘
白雪红梅，年丰国瑞 黄莺紫燕，日丽人欢
安富贵 享奢华
吹玉笛、渡清伊，瘦石幽泉，冷云出处 破青萍、排翠藻，水寒江净，载月明归
灯笼一肚火 脑袋两根筋
金色千畴粮满囤 秋风万垄果盈园
笔下流风云自转 怀中抱月色添香
听后河戏，访吊脚楼，岂惟巴楚风情？客过廊桥疑入画 游青石街，品土家酒，何止人生兴味？碑彰道德乃归心
引泉鱼落釜 横笛鸟行春
情牵千里念行客 心系一人想返乡
开门饱览书联画 墨宝奇观艺术楼
驾龙夺锦，陈仓蓄满千秋盛 跨马争春，古道载来五福歌
周身许起落层云，似亘古神灵，对语穹苍，俯巡康藏 上位邀经年寒雪，是仙家洞府，魂萦地脉，项占天风
林丛传鸟鸣，水碧楼幽静 丽日登高眺，天远地更明
尺许棋盘，网络乾坤风云事 寸余河界，纵横天下智谋深
砚池搁浅玲珑月 笔墨当差缱绻风
三祖合符九万里 一堂看史五千年
目旁有贵，聩目不会识贵 门内装才，闭门怎能纳才
墨韵甘醇，咏九曲长河，金城后浪推前浪 联林肃谧，通千年古道，玉树琼绸衬彩绸
深情托瑶瑟 逸兴横素襟
贺岁寄情吟马韵 迎春祈福舞羊毫
控鹤 乘鳌
秋山有雨催黄叶 晓雾无声垫白霜
一笛秋风催岁老 半轮霜月恨更长
云破月来花影弄 轩开风送笛声扬
志凌霄汉淡青雾 情寄擂台迷雅联
既无一字愧先祖 纵有千金散友人
狮象踞濠江，喜看两岸腾龙虎 龟蛇朝海港，欣赏一湾翥凤凰
冰裂玻璃，松花完蛋只只碎 烟笼翡翠，竹子调皮节节高
北国冰封笼大地 南疆雪化谱新春
淡品联词蕴雅韵 兰梦一曲唱赞歌
闲处清风忙处雨 醒时明月醉时花
幸福人家传喜报 光荣门第荡春风
参禅领悟经一卷 入道行来境百重
云山动紫旌，领北国风光，统南疆春色 台阁腾华表，拥东方瑞气，招西路雨花
满目沧桑心已老 一蓑烟雨酒犹酣
坐拥一带好风水 涵养几多真性情
身在福山颂政清，清白处世 足登天柱歌风雅，雅正为人
夜幕拉开星斗满 秋风吹落叶枝空
款款赶时髦，我之品质，君之气质 包包襄大业，靓在肩头，美在心头
润泽禾苗需雨露 要求知识觅群书
云借青衫飞白翼 春邀紫燕剪碧衣
诗韵承流芳百世 水花笑浪得虚名
男儿脸刻黄金印 羁鸟骨支白铁笼
君子艰难行大道 浪人熟悉走江湖
为战士而歌，铁笔如椽，一曲红梅成绝响 乃大家之范，文心沥血，漫天白雪颂遗风
醉我非因酒 伤怀不止情
一鹤绝尘，披星曾有几人送 千年凝目，翘首犹期片羽归
晨舞剑 夜攻书
一榭清风堪洗笔 半壶老酒好吟春
豪气金风常驻客 热情星火广招财
勋章纪念光辉路 日记收载平凡生
轻灵于笔下 隐逸舞花间
刷新旧业开新路 脱俗雅言涤俗心
南三好、北三好，南北三好东西好 买有诚、卖有诚，买卖有诚交易诚
生态观光，绿色园区农事盛 黄墩焕彩，蓝莓画野果香飘
旌常载绩 文阵称雄
文章管星历 水木荣春晖
枫叶凌霜，长辉映万里烟霞，千重画卷 华光焕彩，巧交融中原文化，北美风情
村逢盛世千家富 国展宏图四海春
有义同为双九约 无私乃使万千株
品同松柏清同竹 心似玉壶淡似云
议剑献剑 赚钗认钗
月皎疑穿线 砧寒未捣绡
正月三称为赤口 斜阳一抹染红楼
四宝汇文房，纸笔墨砚 六爻开卦序，乾坤屯蒙
两袖清风陪瘦马 一杯浊酒就花生
架上长藤常晾月 门前老树偶栖云
三百年播雨播风，教红鱼跃水，白鹭戏波，分明画卷 两千户兴居兴业，喜古镇流金，新村焕彩，不愧福田
三才天作首 五行地为尊
诗句壶中老 爱情梦里长
日丽风和春浩荡 花香鸟语物昭苏
幽香袭人，人不由己进店 春风吹我，我又年轻出门
业大原因诚信久 联高本是意思长
公平准则行九域 法治春风进万家
转身已是人千里 到此方知梦一场
党引春风，华天日丽，齐鲁山河披锦绣 国呈瑞气，圣地民丰，鸢都黎庶乐安康
竹苑疏枝妆画境 林夕理桂弄花乡
梅竹平安春意满 椿萱并茂寿源长
开怀欢唱流行曲 亮嗓高歌民族谣
落日昏鸦，苍凉古道霜风瘦 冷雨啼猿，清翠山峦雾幕幽
月挂柳梢垂柳静 花开坛台苑坛煌
得千金不喜，失万贯何惊？视尘世浮华如水雾 有一榻则安，无百庐焉怨？拥乡情暖意赛阳春
竹篙桂楫飞如箭 器度风标合出尘
人不知足，得陇望蜀 事先预防，居安思危
雪映寒梅香入墨 风吹翠柳韵生娇
奥运五环，环环紧系，五洲四海，八方宾客，全球共筑同一梦想 中华千曲，曲曲高歌，千山万水，九州主人，举世齐奔不二目标
多情燕子亲桃蕊 得意东风舞柳枝
愈了心伤，为有亲恩如水 抛开旧事，原来风雨无痕
补天材料，皇娲曾炼，封藏多宝地 养老仙丹，太上与留，待赠有缘人
中国梦 华夏情
笔显神奇，定金榜鳌头，天下英才皆翘企 胸藏锦绣，主世间文运，古今学子每瞻依
饮鸩岂能止渴？须远离毒窝，莫让浊流摧大志 修身犹可持家，当珍爱生命，好凭正气建奇功
良知未泯春天里 美梦常留白日中
武艺高时，何须论剑 计谋深处，随意操兵
望梅真止渴 画饼怎充饥
旧事提来成笑料 深心不悔到如今
书为天下英雄业 德是人间富贵本
百劫千生行佛道 十方三世度群萌
锦帐春浓，祥占熊梦 华堂日永，庆衍螽斯
理思维，谨终如始，不慌不忙，大考成于细微处 求题解，定气平心，稳扎稳打，高分得在过程中
海市蜃楼非幻境 人间乐土是福山
挥毫泼墨，洋洋洒洒同庆新春佳节 勤劳朴实，兢兢业业共享国泰民安
十里红妆迎快婿 全国热演指环王
漫步云龙，莫道千年佛祖天边远 敬香宝殿，且听三乘禅音耳际来
凭百炼祥金，翠螺献酒夸华诞 出九还宝鼎，彤管题诗庆壮猷
佳期应借问 同气幸相求
偏怜落魄芳心醉 堪笑冬烘剑胆寒
家家添美景 岁岁度佳节
月圆难懂秋心碎 菊瘦应知雁字寒
几上画临刚一半 山头日暮已三分
半枕风霜迷晓梦 一帘烟雨醉红楼
柳乱频添莺啭呖 枝折每叹路崎岖
蓝莓领春开梦冀 黄墩贺岁庆丰年
处世广交天下友 修身多读圣贤书
瑞月初临福 新年又报祥
逢秋已是千般寂 入夜何堪一点愁
排浊浪，克时艰，争成就 顺潮流，抓机遇，创未来
鸟语花香，落叶无声沃净土 风清月朗，归根有幸卧斯园
松风一壑云栖鹤 放日本人周树仁
体健心宽，宏开寿域 媳贤子孝，欢度晚年
清风一缕红尘梦 好月盈圆玉宇虚
春催万象发 绿染九州新
新手 寿眉
涵日月精华，中庸注解杏仁味 借云霞色彩，大雅蕴含天井红
落笔崩云，引九天风月 静心悟道，仰千古仙师
岳色江声，拂子时时竖 林禽池鲤，梵音处处听
税企展宏图，促小康圆梦 工商开富路，为大业奠基
太极城，宗师代代传薪火 滏河水，广袖年年舞碧涛
明月素影羞红雨 秋水珠衫俏粉莲
